-18.741778245,3.3921303682,8814.9505792,r
2.92480687926,5.52200617436,6981.8403895,g
3.61828071598,0.965899842766,7891.25826877,g
2.77864215927,7.10670672255,9987.97356976,g
25.401493416,5.62118697214,9835.7266525,g
5.92061741378,0.480043766864,8282.04673504,g
1.43930500771,4.18047383744,1797.8439927,g
2.74018066956,1.46111953572,7935.92567184,g
-9.93851875138,5.25472938157,1771.91688432,r
-3.64403920165,0.960857112172,1256.39886427,r
2.60992129253,4.58636754047,881.717018819,g
-21.6136887404,4.44410732533,5924.36245067,r
-1.45720150723,5.56617227558,752.921963387,r
3.04555335977,6.35261219286,4795.67799509,g
9.26944620064,8.18128873463,2283.5606096,g
5.20054044497,8.54929024925,762.91317777,g
-1.94459071544,2.4688688296,4304.6465115,r
-1.17540121129,5.0827886573,2710.04301587,r
-12.663884012,3.23075564547,4502.40393298,r
13.4417544901,8.65762903887,2743.39154185,g
-2.42524913624,8.10332992931,3209.87071683,r
-2.87747121831,2.67516660962,9829.14076453,r
15.0141610251,4.89622201949,7594.0583022,g
21.8647821979,7.17789554671,6904.04743111,g
30.7813292866,4.7910373931,5676.12887602,g
-12.8911580182,6.55913662132,4425.01506968,r
18.9845925326,8.86320583274,8759.81952097,g
-14.5576155146,1.96597677795,8331.4026933,r
-3.92924866921,1.76654853723,9813.46477489,r
2.1080793796,4.05954040639,5250.41841952,g
-35.1500384092,9.26735802605,5244.04554924,r
3.12488701902,6.06921603069,234.40120555,g
9.28947407908,1.07745850206,5903.85533041,g
7.82132499666,1.93389066909,8658.49829274,g
-4.69557851363,0.251671015053,6026.06944367,r
42.2996516318,8.12556994709,8684.38760823,g
-1.49191965842,0.164360676687,6843.29630652,r
-1.1874373218,0.0804201885354,8367.53777488,r
-8.50431441299,3.09954043218,8633.2109969,r
7.8377447242,5.24308247309,7087.48537046,g
-10.3120896241,9.72881735638,6026.34138847,r
-23.9606632252,6.80199373716,9444.38727139,r
-14.8058505862,4.74768441285,9888.53804775,r
1.88987580636,3.78694562869,1955.56895148,g
-28.9299211411,5.35725865337,9770.75260399,r
3.46773931806,2.63209923379,8711.11714547,g
-6.99044792616,7.41037123685,6407.38369785,r
6.15659891712,7.28818887765,9923.47795203,g
22.8961836831,4.14593617409,9613.22111584,g
-5.45809133516,9.13767511033,4012.59506832,r
-2.76669119737,4.87192257057,1811.72522755,r
2.98561707787,0.783347973047,751.538922209,g
-13.6967533266,6.52063421766,2404.34359371,r
1.10690366258,3.1934513412,350.455466422,g
-7.82797931934,7.65172788382,5170.90009854,r
6.54945945377,9.45958604669,1875.18549826,g
-15.8639043397,5.17052728657,4890.70950268,r
-28.4063282318,8.39449730646,4797.47273602,r
-8.50664999435,3.78552380279,4378.94229411,r
-2.14340456283,2.61438114672,2985.54160156,r
1.56794119565,5.90968710122,5319.724448,g
-13.5747706285,5.65550742105,7265.81269287,r
8.19712671939,5.24688566238,3344.11118826,g
20.0599348987,9.56380765301,2143.34605128,g
-2.21339285555,0.280570784711,5867.76653855,r
9.78171847074,6.24169604983,4880.70240322,g
13.4750394873,3.68604357753,6575.67406292,g
-32.4042957217,8.68122919469,9026.74845994,r
1.91723835543,1.97762138127,4751.57268877,g
-5.52031583545,6.72814178248,3261.93108794,r
-8.06561346372,2.76611290152,3042.32922316,r
2.21771568259,3.2872354986,6728.69705723,g
-31.0826302496,6.72668458907,5872.00153713,r
4.37651011098,8.78611624138,7901.91446886,g
-7.09221670504,6.76505547925,5575.30107528,r
7.90227331955,5.61292430303,6490.81735743,g
-2.39479416953,8.47782808842,919.779431827,r
